id	race	gender	sex.worker	pimp	sex.work.client	drug.dealer	drug.cook	thief	retired	housewife	disabled	unemployed	homeless
3193	4	0	0	0	0	0	0	0	1	0	0	0	0
3194	4	0	0	0	0	0	0	0	0	0	0	1	0
3195	4	1	0	0	0	0	0	0	0	0	0	0	0
3196	4	0	0	0	0	0	0	0	0	0	0	0	0
3197	4	0	0	0	0	0	0	0	0	0	0	0	0
3198	4	1	0	0	0	0	0	0	0	0	0	0	0
3199	4	0	0	0	0	0	0	0	0	0	0	0	0
3200	4	1	0	0	0	0	0	0	0	1	0	0	0
3201	2	1	0	0	0	0	0	0	0	0	0	0	0
3202	2	1	0	0	0	0	0	0	0	0	0	0	0
3203	4	0	0	0	0	0	0	0	0	0	0	0	0
3204	2	0	0	0	0	0	0	0	0	0	0	0	0
3205	4	1	0	0	0	0	0	0	0	1	0	0	0
3206	4	1	0	0	0	0	0	0	0	0	0	0	0
3207	4	0	0	0	0	0	0	0	0	0	0	0	0
3208	4	1	0	0	0	0	0	0	0	0	0	0	0
3209	4	1	0	0	0	0	0	0	0	0	0	0	0
3210	4	1	0	0	0	0	0	0	0	0	0	1	0
3211	4	1	0	0	0	0	0	0	0	0	0	1	0
3212	4	1	0	0	0	0	0	0	0	1	0	0	0
3213	4	0	0	0	0	0	0	0	0	0	0	0	0
3214	4	1	0	0	0	0	0	0	0	0	0	0	0
3215	4	1	0	0	0	0	0	0	0	0	0	0	0
3216	4	0	0	0	0	0	0	0	0	0	0	1	0
3217	4	1	0	0	0	0	0	0	0	0	0	0	0
3218	4	1	0	0	1	0	0	0	0	0	0	0	0
3219	4	0	0	0	0	0	0	0	0	0	0	0	0
3220	4	0	0	0	0	0	0	0	0	0	0	0	0
3221	4	0	0	0	0	0	0	0	0	0	0	0	0
3222	4	1	0	0	0	0	0	0	1	1	0	0	0
3223	4	0	0	0	0	0	0	0	0	0	0	0	0
3224	2	0	0	1	0	0	0	0	0	0	0	0	0
3225	4	0	0	0	1	0	0	0	0	0	0	0	0
3226	4	1	0	0	0	0	0	0	0	0	0	0	0
3227	4	1	0	0	0	0	0	0	0	0	0	0	0
3228	4	0	0	0	0	0	0	0	0	0	0	0	0
3229	4	1	0	0	0	0	0	0	0	0	0	0	0
3230	4	1	0	0	0	0	0	0	0	1	0	0	0
3231	4	1	0	0	0	0	0	0	0	0	0	0	0
3232	4	0	0	0	0	0	0	0	0	0	0	0	0
3233	4	0	0	0	0	0	0	0	0	0	1	0	0
3234	4	1	0	0	0	0	0	0	0	0	0	0	0
3235	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3236	4	1	0	0	0	0	0	0	0	0	0	0	0
3237	4	0	0	0	0	0	0	0	0	0	0	0	0
3238	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3239	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3240	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3241	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3242	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3243	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3244	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3245	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3246	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3247	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3248	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3249	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3250	4	1	0	0	0	0	0	0	0	0	0	0	0
3251	4	0	0	0	0	0	0	0	0	0	0	0	0
3252	2	1	0	0	0	0	0	0	0	0	0	0	0
3253	4	0	0	0	0	1	0	0	0	0	0	0	0
3254	2	0	0	0	0	0	0	0	0	0	0	0	1
3255	2	0	0	0	0	0	0	0	0	0	0	0	1
3256	4	0	0	0	1	0	0	0	0	0	0	0	0
3257	4	0	0	0	1	0	0	0	1	0	0	0	0
3258	4	0	0	0	1	0	0	0	0	0	0	0	0
3259	4	0	0	0	1	0	0	0	0	0	0	0	0
3260	4	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
3261	4	0	0	0	0	0	0	0	0	0	0	0	0
3262	4	0	0	0	0	0	1	1	0	0	0	0	0
3263	4	0	0	0	0	0	0	1	0	0	0	0	0
3264	4	0	0	0	0	0	0	0	0	0	0	0	0
3265	2	1	0	0	0	0	0	0	0	0	1	1	0
3266	2	0	0	0	0	0	0	0	0	0	0	1	0
3267	4	0	0	0	0	0	0	0	0	0	0	0	0
3268	4	0	0	0	0	0	0	0	0	0	0	0	0
3269	4	0	0	0	0	0	0	0	0	0	0	0	0
3270	4	0	0	0	0	0	0	0	0	0	0	0	0
3271	4	1	0	0	0	0	0	0	0	1	0	0	0
3272	4	1	0	0	0	0	0	0	0	1	0	0	0
3273	4	0	0	0	0	0	0	0	0	0	0	0	0
3274	4	0	0	0	0	0	0	0	0	0	0	1	0
3275	4	1	0	0	0	0	0	0	0	1	0	0	0
3276	4	1	0	0	0	0	0	0	0	1	0	0	0
3277	4	0	0	0	0	0	0	0	0	0	0	0	0
3278	4	1	0	0	0	0	0	0	0	0	0	0	0
3279	4	0	0	0	1	0	0	0	0	0	0	0	0
3280	4	0	0	0	1	0	0	0	0	0	0	0	0
3281	2	0	0	0	0	0	0	0	0	0	0	0	0
3282	4	0	0	0	0	0	0	0	0	0	0	0	0
3283	2	0	0	0	0	0	0	0	0	0	0	0	0
3284	2	0	0	0	0	0	0	0	0	0	0	0	0
3285	2	0	0	0	0	0	0	0	0	0	0	0	0
3286	2	0	0	0	0	0	0	0	0	0	0	0	0
3287	4	1	0	0	0	0	0	0	0	0	0	0	0
3288	4	0	0	0	0	0	0	0	0	0	0	0	0
3289	4	0	0	0	0	0	0	0	0	0	0	0	0
3290	4	1	0	0	0	0	0	0	0	1	0	0	0
3291	4	1	0	0	0	0	0	0	0	0	1	0	0
3292	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3293	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3294	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3295	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3296	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3297	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3298	4	1	0	0	0	0	0	0	0	0	0	0	0
3299	4	1	0	0	0	0	0	0	0	0	0	0	0
3300	4	0	0	0	0	0	0	0	0	0	0	0	0
3301	2	0	0	0	0	0	0	0	0	0	0	0	0
3302	2	1	0	0	0	0	0	0	0	0	0	0	0
3303	2	1	0	0	0	0	0	0	0	1	0	0	0
3304	2	1	1	0	0	0	0	0	0	0	0	1	0
3305	4	0	0	0	0	0	0	0	0	0	0	0	0
3306	4	0	0	0	0	0	0	0	0	0	0	0	0
3307	2	1	0	0	0	0	0	0	0	1	0	0	0
3308	2	1	0	0	0	0	0	0	0	0	0	0	0
3309	2	1	0	0	0	0	0	0	0	1	0	0	0
3310	1	0	0	0	0	0	0	0	0	0	0	0	0
3311	1	0	0	0	0	0	0	0	0	0	0	0	0
3312	1	1	0	0	0	0	0	0	0	0	0	0	0
3313	1	1	0	0	0	0	0	0	0	0	0	0	0
3314	2	1	0	0	0	0	0	0	1	0	0	0	0
3315	2	0	0	0	0	0	0	0	0	0	0	0	0
3316	2	0	0	0	0	0	0	0	0	0	0	0	0
3317	2	1	0	0	0	0	0	0	0	0	0	1	0
3318	4	1	0	0	0	0	0	0	0	0	0	0	0
3319	2	0	0	0	0	0	0	0	0	0	0	0	0
3320	3	0	0	0	0	0	0	0	0	0	0	0	0
3321	4	0	0	0	0	0	0	0	0	0	0	0	0
3322	4	1	0	0	0	0	0	0	0	0	0	0	0
3323	4	1	0	0	0	0	0	0	0	0	0	1	0
3324	4	0	0	0	0	0	0	0	0	0	0	0	0
3325	4	1	0	0	0	0	0	0	0	0	0	0	0
3326	4	1	0	0	0	0	0	0	0	0	0	0	0
3327	4	0	0	0	0	0	0	0	0	0	0	0	0
3328	NA	1	0	0	0	0	0	0	0	0	0	0	0
3329	NA	0	0	0	0	0	0	0	0	0	0	0	0
3330	NA	1	0	0	0	0	0	0	0	0	0	0	0
3331	4	1	0	0	0	0	0	0	0	0	0	1	0
3332	4	0	0	0	0	0	0	0	0	0	0	0	0
3333	3	1	0	0	0	0	0	0	0	0	0	0	0
3334	4	0	0	0	0	0	0	0	0	0	0	0	0
3335	4	1	0	0	0	0	0	0	0	0	0	0	0
3336	4	1	0	0	0	0	0	0	0	0	0	0	0
3337	4	1	0	0	0	0	0	0	0	0	0	0	0
3338	4	1	0	0	0	0	0	0	0	0	0	0	0
3339	4	1	0	0	0	0	0	0	0	0	0	0	0
3340	2	0	0	0	0	0	0	0	0	0	1	0	0
3341	2	1	0	0	0	0	0	0	0	0	0	0	0
3342	2	1	0	0	0	0	0	0	0	0	0	0	0
3343	4	1	0	0	0	0	0	0	0	0	0	0	0
3344	4	1	0	0	0	0	0	0	0	1	0	0	0
3345	4	1	0	0	0	0	0	0	0	0	0	0	0
3346	4	1	0	0	0	0	0	0	0	1	0	1	0
3347	4	1	0	0	0	0	0	0	0	0	0	0	0
3348	4	0	0	0	0	1	0	1	0	0	0	1	0
3349	4	1	0	0	0	0	0	0	0	1	0	0	0
3350	4	1	0	0	0	0	0	0	0	1	0	0	0
3351	4	0	0	0	0	0	0	0	0	0	0	1	0
3352	4	0	0	0	0	0	0	0	0	0	0	0	0
3353	4	0	0	0	0	0	0	0	0	0	0	0	0
3354	4	0	0	0	0	0	0	0	0	0	0	0	0
3355	4	1	0	0	0	0	0	0	0	0	0	0	0
3356	4	0	0	0	0	0	0	0	0	0	0	0	0
3357	2	0	0	0	1	0	0	0	0	0	0	0	0
3358	2	0	0	0	0	0	0	0	0	0	0	0	0
3359	4	1	0	0	0	0	0	0	0	0	1	1	0
3360	2	1	0	0	0	0	0	0	0	0	1	1	0
3361	4	0	0	0	0	0	0	0	0	0	0	0	0
3362	4	1	0	0	0	0	0	0	0	0	0	0	0
3363	4	1	0	0	0	0	0	0	0	0	0	0	0
3364	4	0	0	0	0	0	0	0	0	0	0	0	0
3365	4	1	0	0	0	0	0	0	0	0	0	0	0
3366	4	1	0	0	0	0	0	0	0	0	0	0	0
3367	4	0	0	0	0	0	0	0	0	0	0	0	0
3368	2	0	0	0	0	0	0	0	0	0	0	0	0
3369	4	1	0	0	0	0	0	0	0	0	0	0	0
3370	4	0	0	0	0	0	0	0	0	0	0	0	0
3371	4	0	0	0	0	0	0	0	0	0	0	0	0
3372	4	0	0	0	0	0	0	0	0	0	0	0	0
3373	4	1	0	0	0	0	0	0	0	1	0	0	0
3374	4	1	0	0	0	0	0	0	0	0	0	0	0
3375	4	1	0	0	0	0	0	0	0	0	0	0	0
3376	4	0	0	0	0	0	0	0	0	0	0	0	0
3377	2	0	0	0	0	0	0	0	0	0	0	1	0
3378	2	0	0	0	1	1	0	0	0	0	0	0	0
3379	4	1	1	0	0	0	0	0	0	0	0	0	0
3380	4	0	0	0	1	0	0	0	0	0	0	0	0
3381	4	0	0	0	0	0	0	0	0	0	0	0	0
3382	2	1	0	0	0	0	0	0	0	0	0	0	0
3383	2	0	0	0	0	0	0	1	0	0	0	0	0
3384	4	0	0	0	0	0	0	0	0	0	0	0	0
3385	4	0	0	0	0	1	0	0	0	0	0	0	0
3386	4	0	0	0	0	1	0	0	0	0	0	0	0
3387	4	1	0	0	0	1	0	0	0	0	0	0	0
3388	4	1	0	0	0	0	0	0	0	0	0	1	0
3389	4	0	0	0	0	1	0	0	0	0	0	0	0
3390	4	0	0	0	0	0	0	0	0	0	1	0	0
3391	4	1	0	0	0	0	0	0	0	0	0	0	0
3392	4	1	0	0	0	0	0	0	0	0	1	0	0
3393	4	1	0	0	0	0	0	0	0	0	0	0	0
3394	4	0	0	0	0	0	0	0	0	0	0	0	0
3395	4	0	0	0	0	0	0	0	0	0	0	0	0
3396	4	1	0	0	0	0	0	0	0	0	0	0	0
3397	4	0	0	0	0	0	0	0	0	0	0	0	0
3398	4	0	0	0	0	0	0	0	0	0	0	0	0
3399	4	0	0	0	1	0	0	0	1	0	0	0	0
3400	4	0	0	0	1	0	0	0	0	0	0	0	0
3401	2	0	0	0	0	0	0	0	0	0	0	0	0
3402	2	0	0	0	0	0	0	0	0	0	1	1	0
3403	4	1	0	0	0	0	0	0	0	0	0	1	0
3404	4	0	0	0	0	1	0	0	0	0	0	0	0
3405	4	0	0	0	0	0	0	0	0	0	0	0	0
3406	4	0	0	0	0	0	0	0	0	0	0	0	0
3407	4	0	0	0	0	0	0	0	0	0	0	0	0
3408	4	1	0	0	0	0	0	0	0	1	0	0	0
3409	4	1	0	0	0	0	0	0	0	1	0	0	0
3410	4	0	0	0	0	1	0	0	0	0	0	0	0
3411	4	0	0	0	0	0	0	0	0	0	0	0	0
3412	4	0	0	0	0	0	0	0	0	0	0	0	0
3413	4	0	0	0	0	0	0	0	0	0	0	0	0
3414	4	1	0	0	0	0	0	0	0	1	0	0	0
3415	4	0	0	0	0	0	0	0	0	0	0	0	0
3416	4	0	0	0	0	0	0	0	0	0	0	1	0
3417	4	0	0	0	1	0	0	0	0	0	0	0	0
3418	4	0	0	0	1	0	0	0	0	0	0	0	0
3419	4	0	0	0	0	0	0	0	0	0	0	0	0
3420	4	1	0	0	0	0	0	0	0	0	0	0	0
3421	4	0	0	0	0	0	0	0	0	0	0	0	0
3422	2	1	0	0	0	0	0	0	0	0	0	0	0
3423	2	0	0	0	0	0	0	0	0	0	0	0	0
3424	2	0	0	0	0	0	0	0	0	0	0	0	0
3425	4	0	0	0	0	0	0	0	0	0	0	0	0
3426	4	0	0	0	0	0	0	0	0	0	0	0	0
3427	4	1	0	0	0	0	0	0	0	1	0	0	0
3428	2	1	0	0	0	0	0	0	0	0	0	0	0
3429	2	0	0	0	0	0	0	0	0	0	0	0	0
3430	2	0	0	0	0	0	0	0	0	0	0	0	0
3431	4	0	0	0	0	0	0	0	0	0	0	0	0
3432	2	0	0	0	0	0	0	0	0	0	0	1	0
3433	4	0	0	0	0	0	0	0	0	0	0	0	0
3434	4	0	0	0	0	0	0	0	0	0	0	1	0
3435	4	0	0	0	0	0	0	0	0	0	0	0	0
3436	4	1	0	0	0	0	0	0	0	0	0	0	0
3437	4	0	0	0	0	0	0	0	0	0	0	1	0
3438	4	0	0	0	0	0	0	0	0	0	0	0	0
3439	4	0	0	0	0	0	0	0	0	0	0	1	0
3440	2	1	0	0	0	0	0	0	0	0	0	0	0
3441	2	0	0	0	0	0	0	0	0	0	0	0	0
3442	4	0	0	0	0	0	0	0	0	0	0	0	0
3443	4	1	0	0	0	0	0	0	0	0	0	0	0
3444	4	1	0	0	0	0	0	0	0	0	0	1	0
3445	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3446	4	0	0	0	0	0	0	0	0	0	0	0	0
3447	4	0	0	0	0	0	0	0	0	0	0	0	0
3448	4	0	0	0	0	0	0	0	0	0	0	0	0
3449	4	0	0	0	0	0	0	0	0	0	0	0	0
3450	4	1	0	0	0	0	0	0	0	0	1	0	0
3451	4	1	0	0	0	0	0	0	0	0	0	0	0
3452	2	1	0	0	0	0	0	0	0	0	0	0	0
3453	2	1	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA
3454	2	0	0	0	0	0	0	0	0	0	0	0	0
3455	2	1	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA
3456	2	0	0	0	0	0	0	0	0	0	0	0	0
3457	4	1	0	0	0	0	0	0	0	0	0	0	0
3458	4	1	0	0	0	0	0	0	0	0	0	0	0
3459	4	1	0	0	0	0	0	0	0	0	0	0	0
3460	NA	0	0	0	0	0	0	0	0	0	0	0	0
3461	2	1	0	0	0	0	0	0	0	0	0	0	0
3462	2	1	0	0	0	0	0	0	0	0	0	0	0
3463	2	0	0	0	0	0	0	0	0	0	0	0	0
3464	2	0	0	0	0	0	0	0	0	0	0	0	0
3465	NA	0	0	0	0	0	0	0	0	0	0	0	0
3466	NA	1	0	0	0	0	0	0	0	0	0	0	0
3467	NA	0	0	0	0	0	0	0	0	0	0	0	0
3468	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3469	4	1	0	0	0	0	0	0	0	0	0	0	0
3470	4	1	0	0	0	0	0	0	0	0	0	0	0
3471	4	0	0	0	0	0	0	0	0	0	0	0	0
3472	4	1	0	0	0	0	0	0	0	0	0	0	0
3473	4	0	0	0	0	0	0	0	0	0	0	0	0
3474	4	0	0	0	0	0	0	0	0	0	0	0	0
3475	4	0	0	0	0	0	0	0	0	0	0	0	0
3476	4	0	0	0	0	0	0	0	0	0	1	0	0
3477	4	0	0	0	0	0	0	0	0	0	0	0	0
3478	4	0	0	0	0	0	0	0	0	0	0	0	0
3479	4	1	0	0	0	0	0	0	0	1	0	0	0
3480	4	0	0	0	0	0	0	0	0	0	0	0	0
3481	4	1	0	0	0	0	0	0	0	0	0	0	0
3482	4	0	0	0	0	0	0	0	0	0	1	0	0
3483	4	0	0	0	0	0	0	0	0	0	0	0	0
3484	4	0	0	0	1	0	0	0	0	0	0	0	0
3485	2	0	0	0	0	1	0	0	0	0	0	1	0
3486	3	0	0	0	1	0	0	0	0	0	0	0	0
3487	4	0	0	0	0	0	0	0	0	0	0	0	0
3488	4	1	0	0	0	0	0	0	0	0	0	0	0
3489	4	0	0	0	0	0	0	0	0	0	0	0	0
3490	4	1	0	0	0	0	0	0	0	0	0	0	0
3491	4	1	0	0	0	0	0	0	0	0	0	0	0
3492	4	1	0	0	0	0	0	0	1	0	0	0	0
3493	4	0	0	0	1	0	0	0	0	0	0	0	0
3494	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3495	4	0	0	0	0	0	0	0	0	0	0	0	0
3496	4	0	0	0	0	0	0	0	0	0	0	0	0
3497	4	0	0	0	0	0	0	0	0	0	0	0	0
3498	2	0	0	0	0	0	0	0	0	0	0	0	0
3499	2	1	0	0	0	0	0	0	0	1	0	0	0
3500	2	0	0	0	0	0	0	0	0	0	0	0	0
3501	4	0	0	0	1	0	0	0	0	0	0	0	0
3502	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3503	4	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
3504	2	1	0	0	0	0	0	0	0	0	0	0	0
3505	2	1	0	0	0	0	0	0	0	0	0	0	0
3506	2	1	1	0	0	0	0	0	0	0	0	0	0
3507	2	0	0	0	0	0	0	0	0	0	0	0	0
3508	2	0	0	0	0	0	0	0	0	0	0	1	0
3509	2	0	0	0	0	0	0	0	0	0	0	1	0
3510	2	1	0	0	0	0	0	0	0	0	0	0	0
3511	2	1	0	0	0	0	0	0	0	0	0	0	0
3512	2	0	0	0	0	0	0	0	0	0	0	0	0
3513	4	1	0	0	0	0	0	0	0	0	0	1	0
3514	4	1	0	0	0	0	0	0	0	0	0	0	0
3515	4	0	0	0	0	0	0	0	0	0	0	0	0
3516	4	1	0	0	0	0	0	0	0	0	0	0	0
3517	NA	1	0	0	0	0	0	0	0	0	0	0	0
3518	4	0	0	0	0	0	0	0	0	0	0	0	0
3519	4	0	0	0	0	0	0	0	0	0	0	0	0
3520	4	0	0	0	0	0	0	0	0	0	0	0	0
3521	4	1	0	0	0	0	0	0	0	0	0	0	0
3522	4	1	0	0	0	0	0	0	0	0	0	0	0
3523	4	1	0	0	0	0	0	0	0	0	0	0	0
3524	4	1	0	0	0	0	0	0	0	0	0	1	0
3525	4	0	0	0	0	0	0	0	0	0	0	0	0
3526	4	1	0	0	0	0	0	0	0	1	0	0	0
3527	4	1	0	0	0	0	0	0	0	1	0	0	0
3528	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3529	2	0	0	0	1	0	0	0	0	0	0	0	0
3530	2	0	0	1	0	1	0	1	0	0	0	0	0
3531	2	0	0	0	1	0	0	0	0	0	0	0	0
3532	2	0	0	0	1	0	0	0	0	0	0	0	0
3533	4	1	0	0	0	0	0	0	0	0	0	1	0
3534	4	0	0	0	0	0	0	0	0	0	0	0	0
3535	4	0	0	0	0	0	0	0	0	0	0	0	0
3536	4	0	0	0	0	0	0	0	0	0	0	0	0
3537	4	0	0	0	0	0	0	0	0	0	0	0	0
3538	4	0	0	0	0	0	0	0	0	0	0	0	0
3539	4	1	0	0	0	0	0	0	0	0	0	0	0
3540	4	0	0	0	0	0	0	0	0	0	0	0	0
3541	4	1	0	0	0	0	0	0	0	0	0	0	0
3542	4	1	0	0	0	0	0	0	0	0	0	0	0
3543	4	0	0	0	0	0	0	0	0	0	0	0	0
3544	4	1	0	0	0	0	0	0	1	0	0	0	0
3545	4	0	0	0	0	0	0	0	1	0	0	0	0
3546	4	0	0	0	0	0	0	0	0	0	0	0	0
3547	4	0	0	0	0	0	0	0	0	0	0	0	0
3548	4	0	0	0	0	0	0	0	0	0	0	0	0
3549	2	1	0	0	0	0	0	0	0	0	0	0	0
3550	2	1	0	0	0	0	0	0	0	0	0	0	0
3551	2	0	0	0	0	0	0	0	0	0	0	0	0
3552	2	0	0	0	0	0	0	0	0	0	0	0	0
3553	4	0	0	0	0	0	0	0	0	0	0	0	0
3554	4	1	0	0	0	0	0	0	1	0	0	0	0
3555	4	0	0	0	0	0	0	0	0	0	0	0	0
3556	4	1	0	0	0	0	0	0	0	1	0	0	0
3557	2	0	0	1	0	1	0	0	0	0	0	0	0
3558	4	0	0	0	0	0	0	0	0	0	0	0	0
3559	4	0	0	0	1	0	0	0	0	0	0	0	0
3560	4	0	0	0	1	0	0	0	1	0	0	0	0
3561	4	0	0	0	1	0	0	0	1	0	0	0	0
3562	4	0	0	0	1	0	0	0	0	0	0	0	0
3563	4	1	0	0	0	1	0	0	0	0	0	0	0
3564	4	1	0	0	0	0	0	0	0	0	0	1	0
3565	4	1	0	0	0	0	0	0	0	0	0	1	0
3566	4	1	0	0	0	0	0	0	1	0	0	0	0
3567	4	1	0	0	0	0	0	0	0	0	0	0	0
3568	4	0	0	0	0	0	0	0	0	0	0	0	0
3569	4	1	0	0	0	0	0	0	0	0	0	0	0
3570	4	0	0	0	0	0	0	0	0	0	0	0	0
3571	4	1	0	0	0	0	0	0	0	0	0	0	0
3572	2	1	0	0	0	0	0	0	0	0	0	0	0
3573	4	1	0	0	0	0	0	0	0	0	0	0	0
3574	4	0	0	0	0	0	0	0	0	0	0	0	0
3575	1	1	0	0	0	0	0	0	0	0	0	1	0
3576	4	0	0	0	0	0	0	0	0	0	0	0	0
3577	4	0	0	0	0	0	0	0	0	0	0	0	0
3578	4	0	0	0	0	1	0	0	0	0	0	1	0
3579	4	0	0	0	0	0	0	0	0	0	0	0	0
3580	4	1	1	0	0	0	0	0	0	0	0	0	0
3581	2	1	1	0	0	0	0	0	0	0	0	0	0
3582	2	1	0	0	0	0	0	0	0	0	0	0	0
3583	2	0	0	0	0	0	0	0	0	0	0	0	0
3584	4	0	0	0	0	0	0	0	0	0	0	1	0
3585	4	0	0	0	0	1	0	0	0	0	0	1	0
3586	4	1	0	0	0	0	0	0	0	0	0	1	1
3587	4	0	0	0	0	0	0	0	0	0	0	0	0
3588	2	0	0	0	0	0	0	0	0	0	0	0	0
3589	4	1	0	0	0	0	0	0	0	1	0	0	0
3590	2	0	0	0	0	0	0	0	0	0	0	0	0
3591	2	0	0	0	0	0	0	0	0	0	0	0	0
3592	4	1	0	0	0	0	0	0	0	1	0	0	0
3593	4	0	0	0	0	0	0	0	0	0	0	0	0
3594	2	0	0	0	0	0	0	0	0	0	0	0	0
3595	4	0	0	0	0	0	0	0	0	0	0	1	0
3596	4	1	0	0	0	0	0	0	0	0	0	0	0
3597	4	1	0	0	0	0	0	0	0	0	0	0	0
3598	4	0	0	0	0	0	0	0	0	0	0	0	0
3599	4	0	0	0	0	0	0	0	0	0	0	0	0
3600	4	1	0	0	0	0	0	0	0	0	0	0	0
3601	4	0	0	0	0	0	0	0	0	0	0	0	0
3602	2	0	0	0	0	0	0	0	0	0	0	0	0
3603	4	0	0	0	0	0	1	0	0	0	0	0	0
3604	4	0	0	0	0	0	0	0	0	0	0	0	0
3605	4	0	0	0	0	0	0	0	0	0	0	0	0
3606	4	0	0	0	0	0	0	0	0	0	0	0	0
3607	4	0	0	0	0	0	0	0	0	0	0	0	0
3608	4	1	0	0	0	0	0	0	0	0	0	0	0
3609	4	0	0	0	0	0	0	0	0	0	0	0	0
3610	2	0	0	0	0	0	0	0	0	0	0	0	0
3611	4	0	0	0	0	0	0	0	0	0	0	0	0
3612	4	1	0	0	0	0	0	0	0	0	0	0	0
3613	4	1	0	0	0	0	0	0	0	0	0	0	0
3614	4	0	0	0	0	0	0	0	0	0	0	0	0
3615	4	0	0	0	0	0	0	0	0	0	0	0	0
3616	4	1	0	0	0	0	0	0	0	1	0	0	0
3617	4	0	0	0	0	0	0	0	0	0	0	0	0
3618	4	1	0	0	0	0	0	0	0	0	0	0	0
3619	4	1	0	0	0	0	0	0	0	1	0	0	0
3620	4	1	0	0	0	0	0	0	0	0	1	1	0
3621	4	0	0	0	0	0	0	0	0	0	0	0	0
3622	4	0	0	0	0	1	0	0	0	0	0	0	0
3623	4	1	0	0	0	0	0	0	0	0	0	0	0
3624	4	1	0	0	0	0	0	0	0	1	0	0	0
3625	3	0	0	0	1	0	0	0	0	0	0	0	0
3626	4	1	0	0	0	0	0	0	0	0	0	0	0
3627	4	1	0	0	0	0	0	0	0	0	0	0	0
3628	4	0	0	0	0	0	0	0	0	0	0	0	0
3629	4	1	0	0	0	0	0	0	0	1	0	0	0
3630	4	1	0	0	0	0	0	1	0	1	0	0	0
3631	4	0	0	0	0	0	0	0	0	0	0	0	0
3632	4	0	0	0	0	0	0	0	0	0	0	0	0
3633	4	1	0	0	0	0	0	0	0	0	0	1	0
3634	4	0	0	0	0	0	0	0	0	0	0	0	0
3635	4	1	0	0	0	0	0	0	0	0	0	0	0
3636	4	1	0	0	0	0	0	0	0	0	0	0	0
3637	4	0	0	0	0	0	0	0	0	0	1	0	0
3638	4	0	0	0	0	0	0	0	0	0	0	1	0
3639	4	1	0	0	0	0	0	0	0	1	0	0	0
3640	4	0	0	0	0	0	0	0	0	0	0	0	0
3641	4	0	0	0	0	0	0	0	0	0	0	0	0
3642	4	0	0	0	0	0	0	0	0	0	0	0	0
3643	4	1	0	0	0	0	0	0	0	0	0	0	0
3644	4	1	0	0	0	0	0	0	0	0	0	0	0
3645	4	1	0	0	0	0	0	0	0	0	0	0	0
3646	4	1	0	0	0	0	0	0	0	0	0	0	0
3647	4	1	0	0	0	0	0	0	0	0	0	0	0
3648	4	1	0	0	0	0	0	0	0	1	0	0	0
3649	4	0	0	0	1	0	0	0	0	0	0	0	0
3650	4	0	0	0	0	1	0	0	0	0	0	0	0
3651	4	0	0	0	0	0	0	0	0	0	0	0	0
3652	4	1	0	0	0	0	0	0	1	0	0	0	0
3653	4	1	0	0	0	0	0	0	0	1	0	0	0
3654	4	0	0	0	0	0	0	0	0	0	0	1	0
3655	4	1	1	0	0	0	0	0	0	0	0	0	0
3656	4	0	0	0	0	0	0	0	0	0	1	0	0
3657	4	0	0	0	0	0	0	0	0	0	1	0	0
3658	4	0	0	0	1	0	0	0	0	0	0	0	0
3659	4	1	0	0	0	0	0	0	0	0	0	1	0
3660	4	0	0	0	0	0	0	0	0	0	1	0	0
3661	4	0	0	0	0	0	0	0	1	0	0	0	0
3662	2	1	1	0	0	0	0	0	0	0	0	1	0
